,Question Name, No.of Views, No.of answers, No.of Votes, Question id, Tags, Date 
277,What is different about the Mac ISO image?,61000.0,4,110,37999, macbook iso,4/29/2011
278,The following packages have been kept back: Why and how do I solve it?,639000.0,16,786,601, apt package-management,7/31/2010
279,How to create a bootable Ubuntu USB flash drive from terminal?,1100000.0,8,302,372607, command-line system-installation live-usb portable,11/15/2013
280,What's the right terminology for Unity's UI elements?,50000.0,3,163,10228, unity,10/29/2010
281,How do I get a Ralink RT3290 wireless card working?,119000.0,2,24,253632, wireless,2/10/2013
282,How do I enable the multiverse repository?,261000.0,3,52,89096, package-management software-center software-sources,12/19/2011
283,How can I check the integrity of a downloaded Ubuntu CD?,19000.0,5,30,17764, live-cd md5sum,12/16/2010
284,Is it still possible to install Ubuntu to an external harddrive with UEFI?,12000.0,1answer,9,559007, grub2 uefi external-hdd,12/10/2014
285,How do I install software using the Ubuntu Software Center?,5000.0,2,25,66447, software-center software-installation,10/14/2011
286,How to install Android Studio on Ubuntu?,544000.0,13,141,634082, android-studio,6/9/2015
287,How to delete file(s) in secure manner?,162000.0,11,200,57572, security,8/18/2011
288,How to format a USB flash drive?,1200000.0,14,244,22381, usb-drive format disk-management,1/20/2011
289,How to manage users and groups using GUI?,360000.0,5,89,66718, gui users user-management,10/15/2011
290,Ralink MT7601U (148f:7601) Wi-Fi adapter installation,152000.0,5,28,457061, wireless drivers ralink,4/28/2014
291,Qualcomm Atheros Device [168c:0042] (rev 30) Wi-Fi driver installation,60000.0,1answer,18,708061, 14.04 wireless drivers atheros,12/10/2015
292,How can I record my screen?,378000.0,24,538,4428, software-recommendation screencast desktop-recording,9/20/2010
293,Problem with installing Steam on Ubuntu 15.04+,116000.0,8,102,614422, software-installation steam,4/26/2015
294,How do I install the ubuntu-restricted-extras package?,182000.0,3,35,56446, ubuntu-restricted-extras,8/9/2011
295,Why can't I install Ubuntu or Wubi on a Windows Dynamic Disk?,11000.0,5,21,179215, dual-boot partitioning windows system-installation,8/23/2012
296,Deleted Partition Recovery,19000.0,2,9,186193, partitioning data-recovery partitions,9/10/2012
297,Is there a Google Drive client available?,163000.0,16,184,161273, software-recommendation google-drive,7/8/2012
298,How to make partitions mount at startup?,275000.0,6,129,164926, automount fstab,7/18/2012
299,How to share files through the local network?,162000.0,3,63,310180, networking file-sharing,6/19/2013
300,What's the difference between the server version and the desktop version?,227000.0,3,124,31081, distro-recommendation,3/19/2011
301,TTY doesn't wait for password,3000.0,4,36,1113704, 16.04 18.04 login tty,1/29/2019
302,How to install Minecraft (Client),69000.0,8,31,225432, minecraft openjdk,12/4/2012
303,How do I free up disk space?,343000.0,18,178,5980, server,10/11/2010
304,Last upgrade crashes network manager (no internet connection no applet),84000.0,7,85,727127, 14.04 networking network-manager applet,1/29/2016
305,How to set a custom resolution?,215000.0,4,68,377937, display-resolution xrandr,11/16/2013
306,How to extend my root (/) partition?,381000.0,2,58,492054, partitioning gparted,7/5/2014
307,Is it possible to upgrade from a 32bit to a 64bit installation?,169000.0,9,105,5018, upgrade 64-bit 32-bit,10/1/2010
308,16.04 new installation gives grub-efi-amd64-signed failed installation /target/ ubuntu 16.04 at the end,174000.0,10,70,789998, grub2 16.04 uefi,6/22/2016
309,How to install Tor?,58000.0,10,49,6522, software-installation tor privacy,10/12/2010
310,How can I get help on terminal commands?,5000.0,9,31,991946, command-line manpage documentation info,1/3/2018
311,errno 5 - input/output error when trying to install,128000.0,8,23,65830, system-installation,10/13/2011
312,What are the differences between su sudo -s sudo -i sudo su?,263000.0,5,139,70534, sudo su,10/22/2011
313,What is the Linux equivalent to Windows' Program Files?,351000.0,10,170,27213, filesystem,2/20/2011
314,How to run 32-bit app in Ubuntu 64-bit?,321000.0,4,119,454253, 64-bit 32-bit,4/24/2014
315,How do I enable or disable the global application menu?,78000.0,8,125,10481, unity appmenu,10/30/2010
316,Set older kernel as default grub entry,183000.0,4,85,216398, grub2,11/12/2012
317,How do I change the default session for when using auto-logins?,235000.0,7,73,62833, unity unity-2d lightdm auto-login,9/24/2011
318,What is the difference between Ubuntu and its derivatives?,54000.0,17,72,690, derivatives,8/3/2010
319,Wi-Fi not working on Lenovo ThinkPad E570 (Realtek RTL8821CE),20000.0,5,7,990378, networking wireless lenovo realtek-wireless,12/28/2017
320,How do I fix my locale issue?,854000.0,18,488,162391, command-line server locale,7/11/2012
321,Change folder permissions and ownership,2300000.0,6,462,6723, command-line permissions folder,10/13/2010
322,How do I change the hostname without a restart?,893000.0,14,483,87665, restart hostname,12/14/2011
323,fsck error on boot: /dev/sda6: UNEXPECTED INCONSISTENCY; RUN fsck MANUALLY,388000.0,3,189,697190, boot filesystem fsck,11/12/2015
324,How to efficiently partition a single Windows-Ubuntu dual boot disk?,23000.0,3,19,581902, dual-boot partitioning windows-8 windows-10,2/5/2015
325,How do I get Mediatek MT7630E 802.11bgn Wi-Fi Adapter working?,38000.0,4,7,377050, wireless drivers software-installation,11/14/2013
326,Touchpad gestures and holding keys does not work,5000.0,3,3,995819, 16.04 keyboard touchpad,1/14/2018
327,Could not load 'vboxdrv' after upgrade to Ubuntu 16.04 (and I want to keep secure boot),140000.0,6,116,760671, kernel virtualbox 16.04 secure-boot dkms,4/22/2016
328,Wifi doesn't work after suspend after 16.04 upgrade,111000.0,10,144,761180, networking wireless 16.04 gnome-classic,4/23/2016
329,How do I disable the guest session?,149000.0,12,182,62564, lightdm guest-session,9/22/2011
330,How can I move all the window controls to the right (or left)?,241000.0,12,89,174292, unity,8/10/2012
331,How do I change the wallpaper of the login screen?,66000.0,16,68,64001, wallpaper unity-greeter,10/2/2011
332,GRUB does not detect Windows,218000.0,9,56,197868, dual-boot grub2 windows-7 os-prober,10/8/2012
333,Is there a program to mount all of my drives automatically?,91000.0,4,60,271516, mount,3/23/2013
334,How can I install Steam?,26000.0,8,54,1784, games steam,8/9/2010
335,How to install latest HPLIP on my Ubuntu to support my HP printer and/or scanner?,8000.0,2,20,1056077, package-management printing hp,7/14/2018
336,Where can I get an Ubuntu Installation CD/DVD/USB?,14000.0,9,16,79715, system-installation live-usb canonical livedvd,11/16/2011
337,Partitions disappeared after power loss while installing,3000.0,1answer,4,463076, partitioning data-recovery,5/8/2014
340,Best way to cache apt downloads on a LAN?,42000.0,6,150,3503, networking,9/2/2010
341,Where is the X.org config file? How do I configure X there?,494000.0,7,103,4662, xorg intel-graphics,9/24/2010
342,Basic Web Development IDE/Editor like Dreamweaver? [duplicate],88000.0,20,50,59632, software-recommendation development ide web-development web-design,9/1/2011
343,Install Nvidia driver instead of nouveau,225000.0,4,44,481414, drivers nvidia 14.04 graphics nouveau,6/10/2014
344,Can I install Microsoft Office? If so how?,161000.0,12,36,156296, software-installation microsoft-office,6/26/2012
345,E: Problem executing scripts APT Update::Post-Invoke-Success error during apt-get update,54000.0,7,69,943463, apt appstream,8/6/2017
346,How do I enable the Universe repository from the command line? [duplicate],99000.0,3,22,78613, command-line package-management software-sources,11/12/2011
347,What is taking up so much space on my disk beside the filesystem?,37000.0,7,20,17467, disk-usage,12/14/2010
348,Set myself as owner of /etc with chown command now getting all kinds of errors [duplicate],5000.0,2,7,300641, permissions chown ownership,5/27/2013
349,How do I download a YouTube video?,701000.0,34,203,63270, software-recommendation,9/27/2011
350,How do I get and modify the source code of packages installed through apt-get?,148000.0,5,156,28372, apt,2/27/2011
351,Getting MTP enabled devices to work with Ubuntu?,176000.0,7,69,87667, mtp,12/14/2011
352,Dash search gives no result,67000.0,7,56,125843, unity unity-dash,4/27/2012
353,What is Ubuntu's status on the Meltdown and Spectre vulnerabilities?,27000.0,3,81,992232, security,1/4/2018
354,How can I make xrandr customization permanent?,164000.0,9,61,63681, lightdm xrandr,9/30/2011
355,What is the proper way to change the DNS IP?,145000.0,11,52,2321, network-manager dns,8/15/2010
356,How do I boot into recovery mode?,228000.0,1answer,34,150367, grub2,6/13/2012
357,How do file permissions work?,27000.0,2,35,83, command-line permissions chmod,7/28/2010
358,Got NODATA issue: 'NODATA' (does the network require authentication?),92000.0,10,21,474549, apt,5/30/2014
359,How do I get the CPU temperature?,1100000.0,15,476,15832, hardware cpu temperature monitoring sensors,12/2/2010
360,How to install the latest versions of NodeJS and NPM?,370000.0,19,196,594656, software-installation nodejs npm,3/9/2015
361,Can't upgrade due to low disk space on /boot,110000.0,7,118,142926, upgrade kernel disk-usage,5/27/2012
362,How can I resize an ext root partition at runtime?,727000.0,10,211,24027, partitioning ext4,1/30/2011
363,How do I install fonts?,325000.0,11,240,3697, fonts,9/5/2010
364,What happened to the ia32-libs package?,238000.0,6,103,107230, multiarch,2/24/2012
365,How to get my software into Ubuntu?,17000.0,6,110,16446, application-development packaging application-submission,12/6/2010
366,Kernel Panic - not syncing: VFS: Unable to mount root fs on unknown-block(00),207000.0,8,76,41930, boot upgrade kernel,5/11/2011
367,Ubuntu 16.04 Jan 3 2018 update causing screen/access issues [duplicate],12000.0,2,11,992353, 16.04 updates launcher gui crash,1/4/2018
368,What are point releases in LTS versions?,40000.0,8,54,106159, release-management,2/21/2012
369,Not booting from USB or CD (SYSLINUX Message),124000.0,14,18,196180, boot,10/4/2012
370,What is the safest way to clean up /boot partition?,362000.0,7,268,345588, kernel boot-partition,9/14/2013
371,How can I change/convert a Ubuntu MBR drive to a GPT and make Ubuntu boot from EFI?,198000.0,4,59,84501, grub2 uefi grub-efi gpt,12/2/2011
372,How can I restore configuration files?,98000.0,7,91,66533, package-management apt configuration,10/14/2011
373,What is Ubuntu Touch (Ubuntu for Phones),56000.0,4,71,235317, ubuntu-touch tablet galaxy-nexus,1/2/2013
374,How to Connect & Share your Internet Connection (Wired & Wireless),45000.0,4,41,171914, android connection-sharing,8/4/2012
375,Ubuntu system is broken after accidentally uninstalling many packages,23000.0,6,20,249367, apt reinstall,1/30/2013
376,How do I set up a folder so that anything created in it inherits permissions?,30000.0,7,16,52584, permissions shared-folders,7/10/2011
377,How do I use the gconf editor?,98000.0,2,51,17249, gnome gconf,12/13/2010
378,How to burn or mount an ISO file?,33000.0,16,19,62518, mount burning,9/22/2011
379,How do I uninstall Ubuntu Wubi?,35000.0,4,10,144237, wubi,5/30/2012
380,GNOME has grey bar on top and bottom after upgrade from 17.04 to 17.10 how do I fix it to how it's supposed to look?,6000.0,1answer,12,966468, 17.10 panel gnome-shell,10/19/2017
381,How do I check if I have a 32-bit or a 64-bit OS?,964000.0,14,471,41332, architecture,5/8/2011
382,How to create a permanent alias? [duplicate],376000.0,6,177,1414, command-line,8/6/2010
383,How do I easily rename multiple files using command line?,144000.0,8,99,58546, command-line rename,8/25/2011
384,How to install specific Ubuntu packages with exact version?,278000.0,5,206,92019, repository versions patch,1/1/2012
385,How can you remove Unity?,163000.0,9,86,6302, unity uninstall,10/12/2010
386,Am I using Unity or Unity 2D?,59000.0,9,92,62001, unity unity-2d,9/18/2011
387,How do I upgrade to the development release (aka. Ubuntu+1)?,52000.0,5,75,12909, upgrade release-management,11/12/2010
388,Bash script to clone Ubuntu to new partition for testing 18.04 LTS upgrade,4000.0,2,11,1028604, 16.04 grub2 bash upgrade 18.04,4/27/2018
389,What is the current state of apple device (iPhone iPod etc.) support?,17000.0,7,18,83484, ipod iphone,11/28/2011
390,How to replace Windows with Ubuntu?,122000.0,5,18,331353, system-installation,8/11/2013
391,2/15/18 compiz update broke unity,7000.0,4,21,1006621, 16.04 unity compiz,2/15/2018
392,Removed Python 3 and now Ubuntu Software Center terminal and other applications don't work,7000.0,4,8,384033, 13.04 python3 reinstall,11/30/2013
